제목,가사,장르
최고 친구,"오늘은 술이 너무 달다
시린 가슴에 바람이 분다
외로움에 눈물이 난다
힘차게 달려온 후회 없는 내 인생
돈도 명예도 별것 없더라
힘이 들때 부르면 어디든지 달려온
네가 정말 최고 친구야
세찬 비바람이 불어도
거센 눈보라가 닥쳐도
함께 있어 나는 행복해
고맙다 친구야 사랑한다 친구야
오늘은 술이 너무 달다
오늘은 술이 너무 달다
시린 가슴에 바람이 분다
외로움에 눈물이 난다
힘차게 달려온 후회 없는 내 인생
돈도 명예도 별것 없더라
힘이 들때 기대면 아낌없이 감싸 준
네가 정말 최고 친구야
세찬 비바람이 불어도
거센 눈보라가 닥쳐도
함께 있어 나는 행복해
고맙다 친구야 사랑한다 친구야
오늘은 술이 너무 달다
고맙다 친구야 사랑한다 친구야
오늘은 술이 너무 달다
오늘은 술이 너무 달다",트로트
나만의 길 (My Way),"저 강물을 따라 흐르는 꽃잎들처럼
어제 꿈에 보았던 곳 닿을 수만 있다면
또 눈을 감는다 무엇을 기도하는가
저기 울리는 종소리 마음 흔들리지만
가야 할 나만의 길이 있어
가슴에 묻어둔다 이 외로움
먼 훗날 깊어진 강물 위에
담대한 나의 꿈을 띄우리라
가야 할 나만의 길이 있어
가슴에 묻어둔다 이 외로움
먼 훗날 깊어진 강물 위에
담대한 나의 꿈을 띄우리라 my way",트로트
애정표현,"너무나 오래 참았어
가슴만 설레 눈감고
난 지금 꿈을 꾸었어
너무도 아름다웠지
널 만나 흔들리는
내 맘을 들킬까 두려웠었어
너에게 애정표현 단 한번도 하지 못하고
가슴만 뛰었던 나
Oh my darling my darling
널 품에 안으며
나의 마음을 고백하고파
Oh my darling my darling
입술에 닿으며
달콤하게 영원한 사랑 전할래
너무나 오래 참았어
가슴만 설레 눈감고
매일 밤 꿈을 꾸지만
용기가 없던 나였어
널 만나 흔들리는 내 맘을
들킬까 두려웠었어
너에게 애정표현 단 한번도 하지 못하고
가슴만 뛰었던 나
Oh my darling my darlin
널 품에 안으며
나의 마음을 고백하고파
Oh my darling my darling
입술에 닿으며
달콤한 사랑 나누고 싶어
Oh my darling my darling
널 품에 안으며
나의 마음을 고백하고파
Oh my darling my darling
입술에 닿으며
달콤하게 영원한 사랑 전할래",트로트
내사랑 그대여,"날 좋아한다고 말해요
그대없이 나는 못 살아요
메마른 내가슴에
단비를 뿌리는
그대를 너무나 좋아해
날사랑 한다고 말해요
그대두고 나는 못살아요
한줄기 빛이 되어
어둠을 밝히는
그대를 너무나 사랑해
이세상 영원 영원히
내 곁에만 있어 주세요
나의 모든것들은
다 그대꺼예요
뭐든지 드리겠어요
죽는 날까지 같이살아요
그대를 좋아해 사랑해
내사랑 그대여
날 좋아한다고 말해요
그대없이 나는 못살아요
메마른 내 가슴에
단비를 뿌리는
그대를 너무나 좋아해
날사랑 한다고 말해요
그대두고 나는 못살아요
한줄기 빛이 되어
어둠을 밝히는 그대를
너무나 사랑해
이세상 영원 영원히
그대곁에 있을 꺼에요
그대의 모든것들은
다 내꺼예요
뭐든지 다주세요
죽는 날까지 같이 살아요
그대를 좋아해 사랑해
내사랑 그대여",트로트
대전 블루스,"잘 있거라 나는 간다
이별의 말도 없이
떠나가는 새벽열차
대전발 영시 오십분
세상은 잠이 들어
고요한 이밤
나만이 소리치며
울 줄이야
아아 붙잡아도 뿌리치는
목포행 완행 열차
영원히 변치 말자 맹세했건만
눈물로 헤어지는 쓰라린 심정
아아 구슬비에 젖어가는
목포행 완행 열차
목포행 완행 열차",트로트
그대안의 블루,"난 난 눈을 감아요
빛과 그대 모습 사라져
이제 어둠이 밀려오네
저 파란 어둠 속에서
그대 왜 잠들어 가나
세상은 세상은 아직
그대 곁에 있는데
사랑은 아니지만 우리의 만남
어둠은 사라지네 워
시간은 빛으로 물들어
또 다시 흐르네
내 눈빛속 그대
난 난 꿈을 꾸어요
그대 와의 시간은 멈춰지고
이제 어둠이 밀려오네
빛 바랜 사랑 속에서
그대 왜 잠들려 하나
시간은 시간은 오 아직 그대
곁에 있는데
사랑은 아니지만 우리의 만남
어둠은 사라지네 워
시간은 빛으로 물들어
또 다시 흐르네
그대 눈빛 속에 나
내 눈빛 속 그대",트로트
그 집 앞,"별빛으로 다가오는 네 작은 모습에
잠 못 이뤄 찾아왔네 그 집 앞
불빛 꺼진 네 창가엔 슬픔만 더해와
혼자 몰래 울고 가네 그 집 앞
꽃잎으로 새겨버린 그리운 이름을
부르다가 찾아왔네 그 집 앞
대답 없는 네 창가엔 아픔만 밀려와
눈물지며 돌아서네 그 집 앞
이제 다시 다시는
너를 생각 말아야지
돌아 올 수 없는 지나간 시간인걸
이제 다시 다시는 울지도 말아야지
어차피 잊어야 할 슬픈 기억인걸
그 집 앞 우우 난 아직 떠날 수 없어
그 집 앞 우우 난 너를 지울 수 없어
그 집 앞 우우 난 아직 떠날 수 없어
눈물 속에 서성이네 그 집 앞
이제 다시 다시는
너를 생각 말아야지
돌아 올 수 없는 지나간 시간인걸
이제 다시 다시는 울지도 말아야지
어차피 잊어야 할 슬픈 기억인걸
그 집 앞 우우 난 아직 떠날 수 없어
그 집 앞 우우 난 너를 지울 수 없어
그 집 앞 우우 난 아직 떠날 수 없어
눈물 속에 서성이네 그 집 앞",트로트
휘경동 부르스,"스쳐 가는 사람들 속에서
그 사람이 보여서
따라가 봅니다
혹시 그 사람일까
아니 이러면 안 되지
추억만을 남기고
말없이 떠나버렸네
속절없는 내 사랑이여
하염없이 기다리네
오지 않을 사람을
비 내리는 휘경동에서
우리 사랑 나누던 그곳
휘경로 그 거리
찾아가 봅니다
혹시 만나게 될까
아니 이러면 안 되지
추억만을 남기고
말없이 떠나버렸네
다정했던 내 사랑이여
하염없이 기다리네
오지 않을 사람을
비 내리는 휘경동에서
하염없이 기다리네
오지 않을 사람을
비 내리는 휘경동에서
비 내리는 휘경동에서",트로트
둠바둠바,"살다 보면 힘이 들겠지

인생이란 다 그런 거니까

처음부터 다 가졌었다면

사는 의미는 없을지 몰라

젊은 날에 당신을 만나

목숨 바쳐 사랑을 했지

세월 가고 텅 빈 가슴엔

왜 외로움들이 와 있는 걸까

알아 고생했지

나를 만나서 너 힘겨웠지

우리 흘린 눈물

그 무엇보다도 소중했는데

둠바 둠바 둠바 외로워 마라

둠바 둠바 둠바 처음 그때처럼

둠바 둠바 둠바 이제부터야

당신은 영원한 나의 사랑



젊은 날에 당신을 만나

목숨 바쳐 사랑을 했지

세월 가고 텅 빈 가슴엔

왜 외로움들이 와 있는 걸까

알아 고생했지

나를 만나서 너 힘겨웠지

우리 흘린 눈물

그 무엇보다도 소중했는데

둠바 둠바 둠바 외로워 마라

둠바 둠바 둠바 처음 그때처럼

둠바 둠바 둠바 이제부터야

당신은 영원한 나의 사랑

그래 우리 사랑은

세월이 흘러도

변할 순 없는 거야

둠바 둠바 둠바 외로워 마라

둠바 둠바 둠바 처음 그때처럼

둠바 둠바 둠바 이제부터야

당신은 영원한 나의 사랑

영원한 나의 사랑",트로트
정말 좋았네,"사랑 그 사랑이 정말 좋았네
세월 그 세월이 가는 줄도 모르고
불타던 두 가슴에 그 정을 새기면서
사랑을 주고 사랑을 받고
그 밤이 좋았네
사랑 그 사랑이 정말 좋았네
사랑 사랑
그 사랑이 정말 좋았네
이별 이별
그 이별이 오는 줄도 모르고
푸르던 두 가슴에 참사랑 새기면서
마음을 주고 마음을 받고
그때가 좋았네
사랑 사랑
그 사랑이 정말 좋았네
사랑 사랑 사랑 사랑
푸르던 두 가슴에 참사랑 새기면서
마음을 주고 마음을 받고
그때가 좋았네
사랑 그 사랑이 정말 좋았네",트로트
사랑병,"어쩌다 당신과 나 인연이 되어
서로 좋아 사랑 하고
못 다한 사랑 가슴에 안고
헤어져야 했던가요
기억하지 말아요 슬픈 지난 얘기는
아무 말도 말아요
그렇게 그렇게 세월이 가면
언젠가는 잊혀지겠죠
당신을 사랑한게 잘 못한거죠
사랑한게 잘 못한거죠
내가 또 울먹이면 당신이 놀랄까봐
아무말도 난 못했죠
시린 가슴을 혼자 여미고
돌아선게 잘 한거죠
사랑하다 헤어져 상처 받은 남자가
어디 나 뿐인가요
그렇게 그렇게 세월이 가면
언젠가는 지워지겠죠
사랑도 잘 못하면 병이 되네요
병이 되고 말았네요
병이 되고 말았네요",트로트
술 한잔,"술 한잔 따라 주세요
오늘은 꼭 취해볼래요
세상을 살다보면은
오늘 같은 날도 있겠죠
세상에 흔해 빠진
그런 여자이지만
나만을 사랑해줄
사람도 있었답니다
그땐 사랑이 당연했나봐
진짜 사랑을 몰랐었나봐
나만 바라 본 당신을 보며
바보 같다 생각했죠
지금 어디서 무엇을 할까
가끔이라도 생각은 할까
우연이라도 마주친다면
술 한잔 꼭 해봐요
술 한잔 따라 주세요
오늘은 꼭 취해볼래요
비라도 내려준다면
우산없이 걷고 싶어요
인생은 혼자라며
강한척 해보였지만
세월이 흐른 뒤에
이제야 알았답니다
그땐 사랑이 당연했나봐
진짜 사랑을 몰랐었나봐
나만 바라 본 당신을 보며
바보 같다 생각했죠
지금 어디서 무엇을 할까
가끔이라도 생각은 할까
우연이라도 마주친다면
술 한잔 꼭 해봐요
그때는 당연했나봐
진짜 사랑을 몰랐었나봐
한동안이고 또 한번이고
잊혀질 줄 알았는데
다시 그대가 보고싶네요
이런 내가 바보 같은가요
우연이라도 마주친다면
술 한잔 꼭 해봐요
지금 어디서 무엇을 할까
가끔이라도 생각은 할까
우연이라도 마주친다면
술 한잔 꼭 해봐요
술 한잔 꼭 해봐요",트로트
아이라예 (아닙니다),"니 내를 사랑하나 아이라예
거라먼 싫어하나 아이라예
아이라예 아이라예 수줍어하던
그 사람이 생각이 난다
손목 한번 잡는 것도 눈치 보였고
언불생심 키스까지 천만의 말씀
몰라예 아이라예 부끄러버예
보고 싶다 부산 아가씨
내 니를 우째하꼬 모릅니더
거라먼 누가 아노 모릅니더
모릅니더 모릅니더 얼굴 붉히던
첫사랑이 그리워진다
철철 끓는 타는 가슴 콩닥거렸고
보다덤고 싶었지만 천만의 말씀
몰라예 아이라예 부끄러버예
보고 싶다 부산 아가씨
몰라예 아이라예 부끄러버예
보고 싶다 부산 아가씨",트로트
타인의 계절,"그대를 사랑하면 할수록
이렇게 외로워지는건
그대를 향한 나의 사랑이
너무도 깊은 까닭에
우리 사랑 여기 이대로
머물수 있을까
오늘이 가고 먼 훗날에도
남아있을까
사랑이 깊어가면 갈수록
우리들 가슴은 빈 술잔
낯선 바람은 꽃잎 떨구고
눈물이 되어 고여라

우리 사랑 여기 이대로
머물수 있을까
오늘이 가고 먼 훗날에도
남아있을까
사랑이 깊어가면 갈수록
우리들 가슴은 빈 술잔
낯선 바람은 꽃잎 떨구고
눈물이 되어 고여라
눈물이 되어 고여라",트로트
홍시 (울 엄마),"생각이 난다 홍시가 열리면
울 엄마가 생각이 난다
자장가 대신 젖가슴을
내 주던 울 엄마가 생각이 난다
눈이 오면 눈 맞을 세라
비가 오면 비 젖을 세라
험한 세상 넘어질 세라
사랑땜에 울먹일 세라
그리워진다 홍시가 열리면
울 엄마가 그리워진다
눈에 넣어도 아프지도 않겠다던
울 엄마가 그리워진다
생각이 난다 홍시가 열리면
울 엄마가 생각이 난다
회초리 치고 돌아앉아 우시던
울 엄마가 생각이 난다
바람 불면 감기들 세라
안 먹어서 약해질 세라
힘든 세상 뒤쳐질 세라
사랑땜에 아파할 세라
그리워진다 홍시가 열리면
울 엄마가 그리워진다
생각만 해도 눈물이 핑 도는
울 엄마가 그리워진다
생각만 해도 가슴이 찡하는
울 엄마가 그리워진다
울 엄마가 생각이 난다
울 엄마가 보고파진다",트로트
천년지기,"넌 정말 좋은 친구야
내가 지처 있을때
내가 울고 있을때
위로가 되어준 친구
너는 나의 힘이야
너는 나의 보배야
천년지기 나의 벗이야
친구야 우리 우정의 잔을
높이 들어 건배를 하자
같은 배를 함께 타고
떠나는 인생길
니가 있어 외롭지 않아
넌 정말 좋은 친구야
넌 정말 좋은 친구야
내가 외로워 할때
내가 방황을 할때
위로가 되어준 친구
너는 나의 힘이야
너는 나의 보배야
천년지기 나의 벗이야
친구야 우리 우정의 잔을
높이 들어 건배를 하자
같은 배를 함께 타고
떠나는 인생길
니가 있어 외롭지 않아
넌 정말 좋은 친구야",트로트
붓,"힘겨운 세월을 버티고 보니
오늘 같은 날도 있구나
그 설움 어찌 다 말할까
이리 오게 고생 많았네
칠십년 세월
그까짓 게 무슨 대수요
함께 산 건 오천년인데
잊어버리자 다 용서하자
우린 함께 살아야 한다
백두산 천지를 먹물 삼아
한 줄 한 줄 적어나가세
여보게 친구여
붓을 하나 줄 수 있겠나
붓을 하나 줄 수 있겠나
힘겨운 세월을 버티고 보니
오늘 같은 날도 있구나
그 설움 어찌 다 말할까
이리 오게 고생 많았네
칠십년 세월
그까짓 게 무슨 대수요
함께 산 건 오천년인데
잊어버리자 다 용서하자
우린 함께 살아야 한다
한라산 구름을 화폭 삼아
한 점 한 점 찍어나가세
여보게 친구여
붓을 하나 줄 수 있겠나
붓을 하나 줄 수 있겠나
붓을 하나 줄 수 있겠나",트로트
누이,"언제나 내겐 오랜 친구같은
사랑스런 누이가 있어요
보면 볼 수록 매력이 넘치는
내가 제일 좋아하는 누이
마음이 외로워 하소연 할 때도
사랑으로 내게 다가와
예쁜 미소로 예쁜 마음으로
내 마음을 달래주던 누이
나의 가슴에 그대 향한 마음을
언제나 사랑하고 있어요
언제나 내겐 오랜 친구같은
사랑스런 누이가 있어요
보면 볼 수록 매력이 넘치는
내가 제일 좋아하는 누이
마음이 외로워 하소연 할 때도
사랑으로 내게 다가와
예쁜 미소로 예쁜 눈빛으로
내 마음을 감싸주던 누이
누나 정말 사랑해요
나의 가슴에 그대 향한 마음은
언제나 사랑하고 있어요
언제나 사랑하고 있어요",트로트
